Date,Open_Ricard,High_Ricard,Low_Ricard,Close_Ricard,Var_Ricard,Median_Ricard,Open_Google,High_Google,Low_Google,Close_google,Var_Google,Median_Google,Open_Bitcoin,High_Bitcoin,Low_Bitcoin,Close_Bitcoin,Var_Bitcoin,Median_Bitcoin,Open_Microsoft,High_Microsoft,Low_Microsoft,Close_Microsoft,Var_Microsoft,Median_Microsoft,Open_Airbus,High_Airbus,Low_Airbus,Close_Airbus,Var_Airbus,Median_Airbus
2011-03-19,90.400002,91.400002,90.400002,91.400002,0.02696631461,90.900002,283.267609,292.293915,282.671509,287.996857,0.03329407802,287.482712,0.8165,0.9,0.7313,0.8838,0.08242498469,0.81565,25.18,25.950001,25.15,25.620001,0.03306459811,25.5500005,27.57,27.57,27.360001,27.360001,0.01033977105,27.4650005
2011-03-26,91.400002,91.400002,91.400002,91.400002,0,91.400002,289.154327,295.671936,284.653595,293.987885,0.02080240758,290.1627655,0.8838,0.905,0.76,0.7741,-0.1241231048,0.8325,25.66,25.719999,25.299999,25.48,-0.005464519693,25.509999,27.360001,29.719999,27.360001,29.700001,0.08552631266,28.54
2011-04-02,91.400002,94.5,91.400002,94.5,0.03391682639,92.950001,294.584015,295.448395,281.012299,287.211975,-0.02304826269,288.230347,0.7741,0.7998,0.5619,0.75,-0.03113292856,0.68085,25.450001,26.309999,25.41,26/07/18,0.02315541601,25.8599995,29.700001,30.15,29.68,30.15,0.01515148097,29.915
2011-04-09,93.949997,93.949997,93.949997,93.949997,-0.005820137566,93.949997,286.238281,287.852783,263.317383,263.635315,-0.08208801182,275.585083,0.75,01/09/18,0.71,0.9899,0.3198666667,0.9,26.190001,26.25,25/09/18,25.370001,-0.02685074799,25.67,30.15,30.299999,30,30.209999,0.001990016584,30.1499995
2011-04-16,90.370003,97.150002,90.370003,97.150002,0.03406072488,93.7600025,261.509125,263.724731,257.82312,260.853394,-0.01055215611,260.7739255,0.9899,01/01/41,0.9541,01/01/41,0.4243863016,1.18205,25/01/18,26,24.719999,25.52,0.005912455423,25.3599995,29/06/18,30.700001,29,30.700001,0.01621986151,29.8500005
2011-04-23,97.449997,100.43,96.199997,100.43,0.03376220208,98.3149985,260.927917,270.292023,259.31839,270.292023,0.03618365418,264.8052065,01/01/41,01/02/95,01/01/32,01/02/88,1.042553191,01/02/35,25.559999,26.870001,25.34,25.92,0.01567398119,26.1050005,30.77,31.35,30.77,30.799999,0.003257263738,31.06
2011-04-30,100.43,100.43,100.43,100.43,0,100.43,271.086853,271.101746,263.10376,265.920441,-0.01617355167,267.102753,01/02/88,01/04/15,02/05/18,01/03/45,0.1979166667,01/03/25,25.940001,26.25,25.48,25.870001,-0.001928973765,25.865,30.719999,30.719999,29.92,29.92,-0.02857139703,30.3199995
2011-05-07,98.25,98.75,98,98,-0.02419595738,98.375,265.771423,270.455933,262.815643,263.064026,-0.01074161501,266.635788,01/03/45,01/08/45,01/03/43,08/02/18,1.376811594,01/05/94,25.799999,25.959999,24.950001,25.030001,-0.03247004127,25.455,29.92,32.349998,29.92,32.349998,0.0812165107,31.134999
2011-05-14,98.050003,99,97.449997,99,0.01020408163,98.2249985,261.454498,266.536438,255.850937,260.321869,-0.01042391482,261.1936875,08/02/18,08/09/18,01/05/58,01/05/59,-0.3182926829,01/07/24,24.959999,25/07/18,24.25,24.49,-0.02157415016,24.66,32.009998,32.650002,31.75,32.099998,-0.007727975748,32.200001
2011-05-21,99,99,97.349998,97.349998,-0.01666668687,98.174999,256.630859,260.287079,255.041199,258.766968,-0.005972994147,257.664139,01/05/59,01/09/33,01/05/58,08/05/18,0.5205724508,01/07/55,24.209999,25.030001,24.030001,24.76,0.01102490813,24.530001,32.099998,32.099998,31,31.85,-0.007788100174,31.549999
2011-05-28,97.349998,100.550003,97.349998,99.050003,0.01746281495,98.9500005,260.803711,264.877228,259.065033,259.849915,0.004185027975,261.9711305,08/05/18,14/05/18,08/01/18,14.29,0.6811764706,11/03/18,24.959999,25/01/18,23.84,23.91,-0.03432956381,24.47,32.810001,33,30.65,30.65,-0.03767660911,31.825
2011-06-04,100.599998,100.599998,97.300003,97.300003,-0.01766784399,98.9500005,260.07843,261.707855,252.999481,253.108765,-0.02594247529,257.353668,14.29,31.91,14/04/18,23.950001,0.6759972708,22.975,23.889999,24.25,23.690001,23.709999,-0.008364742785,23.9700005,31.32,31.32,30.139999,30.139999,-0.0166395106,30.7299995
2011-06-11,97.25,97.349998,94.360001,95.739998,-0.01603293887,95.8549995,253.352188,255.379013,240.833603,240.942902,-0.0480657515,248.106308,23.950001,24.99,01/10/25,15.68,-0.3453027413,17.62,23.790001,24.450001,23.65,24.26,0.02319700646,24.0500005,30.139999,30.549999,30.139999,30.41,0.008958228565,30.344999
2011-06-18,95.75,95.900002,92.449997,92.449997,-0.0343639134,94.1749995,240.932968,245.374084,234.981674,235.905655,-0.020906393,240.177879,15.68,18.879999,15/05/18,17.51,0.1167091837,16.9649995,24.17,24.860001,24.16,24.299999,0.001648763397,24.5100005,30/06/18,32.25,30.549999,31.57,0.03814534693,31.3999995
2011-06-25,95,99.120003,95,98.25,0.06273664887,97.0600015,235.468506,258.906067,235.269791,258.831543,0.09718244355,247.087929,17.51,18,14/01/18,15/04/18,-0.12050257,16.005,24.23,26.17,24.23,26/02/18,0.07078193707,25/02/18,31.700001,33.919998,31.700001,33.599998,0.06430148876,32.8099995
2011-07-02,99.949997,100.400002,99.25,99.25,0.01017811705,99.825001,260.952759,273.56076,260.952759,264.276154,0.02103534576,267.2567595,15/04/18,16/05/18,11,14.31,-0.07077922078,13.75,26/01/18,26.98,25/09/18,26.92,0.03458877786,26.44,33.75,33.799999,33.150002,33.150002,-0.01339273889,33.4750005
2011-07-09,95.949997,96.099998,94.449997,94.949997,-0.04332496725,95.2749975,262.383453,298.185577,261.052094,296.879089,0.1233669194,279.6188355,14.31,15.68,13/05/18,13.81,-0.03494060098,14.59,26.620001,27/01/18,26.34,26.780001,-0.005200557207,26.675,33.150002,34.299999,32.400002,33.75,0.01809948609,33.3500005
2011-07-16,93.75,100.300003,92.629997,99.5,0.04791999098,96.465,294.330658,307.748383,294.08725,307.117493,0.03448678058,300.9178165,13.81,14/07/18,01/12/51,13/07/18,-0.007965242578,13.605,26.629999,27.639999,26.26,27.530001,0.02800597356,26.9499995,33.349998,35.889999,33.299999,35.889999,0.06340737778,34.594999
2011-07-23,99.5,99.5,99.5,99.5,0,99.5,304.698242,311.722534,299.551697,299.89447,-0.02351876127,305.6371155,13/07/18,14.72,13.31,13/05/18,-0.01459854015,14.015,27.26,28.15,27.190001,27/04/18,-0.004722157475,27.6700005,36,36,34.25,34.59,-0.03622176195,35.125
2011-07-30,97.110001,97.110001,90.150002,92.800003,-0.06733665327,93.6300015,303.635132,305.761322,279.184174,287.649109,-0.04083223342,292.472748,13/05/18,14/09/18,08/07/18,09/08/18,-0.2740740741,11/08/18,27.51,27.690001,25.23,25.68,-0.06277372263,26.4600005,35.5,35.5,29.940001,31.35,-0.09366869037,32.7200005
2011-08-06,84.760002,85.300003,84.449997,85.150002,-0.08243535294,84.875,279.671021,285.448425,268.756989,280.063446,-0.0263712376,277.102707,09/08/18,12/01/18,01/05/74,01/09/46,-0.03469387755,01/08/92,25/02/18,25.620001,24.030001,25/01/18,-0.02258566978,24.825001,28.969999,30.15,27.469999,30.15,-0.03827751196,28.8099995
2011-08-13,85.150002,85.150002,80.760002,80.760002,-0.0515560763,82.955002,274.92688,280.669525,243.844025,243.87384,-0.1292193127,262.256775,01/09/46,01/11/89,01/09/28,01/11/65,0.2315010571,01/10/85,25.24,25.700001,23.91,24.049999,-0.04183270916,24.8050005,30.15,31.17,29.68,29.68,-0.01558872305,30.425
2011-08-20,80.760002,84,80.760002,84,0.04011884497,82.380001,250.371567,266.899078,245.667175,261.727722,0.07320950045,256.2831265,01/11/65,01/11/69,01/07/64,01/08/18,-0.2978540773,01/09/65,24.42,25.34,23.790001,25.25,0.04989609355,24.5650005,30/06/18,31.4,30.049999,31.4,0.05795148248,30.7249995
2011-08-27,84,89.699997,84,87.25,0.03869047619,86.8499985,265.552826,271.384888,258.682526,260.724243,-0.003834056982,265.033707,01/08/18,01/09/48,08/01/18,01/08/64,0.05623471883,01/08/45,25.530001,26.860001,25.370001,25.799999,0.02178213861,26.115001,31.25,31.450001,31.25,31.450001,0.001592388535,31.3500005
2011-09-03,82.449997,86.5,81.900002,81.900002,-0.06131802865,84.200001,253.749603,267.808167,253.600571,260.729218,0.00001908146302,260.704369,01/08/64,01/08/69,01/04/18,05/03/18,-0.4178240741,01/06/35,25.200001,26.66,25.110001,25.74,-0.002325542726,25.8850005,31.450001,31.450001,29/09/18,29/09/18,-0.04928460893,30.6750005
2011-09-10,81.199997,85.5,79.199997,85.5,0.04395601846,82.3499985,257.306458,271.653168,257.077942,271.573669,0.04159277231,264.365555,05/03/18,07/04/18,01/04/44,01/04/82,-0.04174950298,01/05/92,25.440001,27.27,25.27,27.120001,0.05361309246,26.27,29.200001,31,29.200001,30.280001,0.01270906355,30.1000005
2011-09-17,81.839996,81.839996,79.5,79.5,-0.0701754386,80.669998,268.429138,277.455414,255.339264,261.057068,-0.03872467106,266.397339,01/04/82,06/08/18,04/07/18,01/05/55,0.1514522822,01/05/75,26.799999,27/05/18,24/06/18,25.059999,-0.07595877301,26/05/18,30.33,31.34,27.190001,27.690001,-0.08553500378,29.2650005
2011-09-24,83.459999,83.459999,78.199997,78.650002,-0.01069179874,80.829998,261.921448,271.757477,254.96669,255.855911,-0.01992344831,263.3620835,01/05/55,01/05/64,01/04/63,01/05/14,-0.07387387387,01/05/35,25.190001,26.370001,24.73,24.889999,-0.006783719345,25.5500005,27.690001,29.18,27.690001,28.639999,0.03430834112,28.4350005
2011-10-01,78.650002,81.849998,78.650002,81.849998,0.04068653425,80.25,253.277679,258.568268,238.747177,255.895645,0.0001552983468,248.6577225,01/05/14,01/05/25,01/03/78,01/04/27,-0.1692607004,01/04/15,24.719999,26.51,24.26,26.25,0.05464046021,25.385,27.459999,27.75,25.58,27.75,-0.03107538516,26.665
2011-10-08,85.300003,87.050003,85.300003,87.050003,0.06353091175,86.175003,260.893127,297.862701,259.909546,293.928284,0.1486255813,278.8861235,01/04/27,01/04/45,01/03/83,01/03/99,-0.06557377049,01/04/14,26.58,27/05/18,26.469999,27.27,0.03885714286,26.9849995,27.75,31.799999,27.75,31.799999,0.1459459099,29.7749995
2011-10-15,87.050003,93.949997,87.050003,93.949997,0.07926471869,90.5,289.973999,294.459808,286.834412,293.337128,-0.002011225296,290.64711,01/03/99,04/05/18,02/04/18,01/02/57,-0.3558897243,01/03/45,27.110001,27.469999,26/04/18,27.16,-0.004033736707,26.9349995,31.799999,31.799999,29.360001,29.360001,-0.07672949927,30.58
2011-10-22,92.900002,95.699997,92.900002,95.699997,0.01862692981,94.2999995,291.464294,299.402679,284.579102,298.130951,0.016342367,291.9908905,01/02/57,03/03/18,01/02/44,01/03/19,0.2412451362,01/02/87,27.059999,27/04/18,26/01/18,26.98,-0.006627393225,26.75,29.360001,29.360001,28.76,28.76,-0.02043600067,29.0600005
2011-10-29,95.699997,95.699997,90.150002,94.099998,-0.01671890335,92.9249995,295.622253,297.932251,286.511505,296.14386,-0.006665161713,292.221878,01/03/19,01/03/83,03/01/18,03/11/18,-0.02507836991,01/03/42,26.76,27,25.700001,26.25,-0.02705707932,26.3500005,28.76,29/04/18,28.76,28.950001,0.006606432545,29/08/18
2011-11-05,92.25,96.309998,91.650002,96.309998,0.02348565406,93.98,294.742981,305.199982,293.868652,302.209412,0.02048177531,299.534317,03/11/18,01/03/21,02/08/18,03/08/18,-0.009646302251,01/03/05,26.209999,27.200001,26.059999,26.91,0.02514285714,26.63,28.950001,30.41,27/01/18,30.41,0.05043174264,28.755
2011-11-12,92.360001,92.360001,90.300003,90.300003,-0.06240260746,91.330002,302.035553,307.152283,294.956604,295.517944,-0.02214182529,301.0544435,03/08/18,03/11/18,01/01/99,02/05/18,-0.3344155844,01/02/55,26.879999,27,25.15,25.299999,-0.05982909699,26.075,29.719999,29.719999,29.719999,29.719999,-0.02268993752,29.719999
2011-11-19,90.300003,90.300003,87.650002,87.650002,-0.02934663247,88.9750025,291.980957,292.348541,278.851349,279.680939,-0.0535906713,285.599945,02/05/18,01/02/56,2,01/02/51,0.2243902439,01/02/28,25.24,25.25,24.299999,24.299999,-0.03952569326,24.7749995,28/01/18,28/01/18,27.59,28/02/18,-0.05720050664,27.845
2011-11-26,89.650002,93.150002,89.650002,93.150002,0.06274957073,91.400002,287.813049,309.983856,286.387329,308.175629,0.1018828459,298.1855925,01/02/51,01/03/14,01/02/41,03/12/18,0.2430278884,01/02/75,24.940001,25.629999,24.690001,25.219999,0.03786008386,25.16,28.35,30/09/18,27.870001,29.15,0.0403283369,28.9800005
2011-12-03,92.139999,93.5,92.059998,93.5,0.003757359018,92.779999,311.792084,313.908325,305.661957,311.6828,0.01138042944,309.785141,03/12/18,01/03/13,01/02/61,01/02/97,-0.04807692308,01/02/87,25.780001,25.870001,25.34,25.700001,0.01903259393,25.6050005,29.15,29.15,29.049999,29.049999,-0.003430566038,29.0999995
2011-12-10,93.5,93.5,88.5,88.5,-0.05347593583,91,308.930695,316.223267,304.266052,310.95752,-0.002326981149,310.2446595,01/02/97,01/03/38,01/02/93,03/02/18,0.07744107744,01/03/55,25.41,26.17,25.290001,26,0.01167311239,25.7300005,29.049999,29.42,28.27,29.299999,0.008605852276,28.845
2011-12-17,88.849998,90.300003,88.849998,90.300003,0.02033901695,89.5750005,311.975891,315.289337,307.480133,314.524323,0.01147038669,311.384735,03/02/18,04/05/18,01/03/16,01/03/95,0.234375,01/03/83,26/02/18,26.190001,25.440001,26.030001,0.001153884615,25.815001,29.299999,30/05/18,29.299999,30/05/18,0.04095566693,29.8999995
2011-12-24,91.449997,91.699997,91,91,0.007751904504,91.3499985,313.982849,321.290314,313.958008,320.863098,0.02015352879,317.624161,01/03/95,01/04/39,01/03/78,01/04/25,0.07594936709,01/04/85,25.959999,26.15,25.76,25.959999,-0.002689281495,25.955,30.620001,31.110001,30.620001,31.110001,0.02000003279,30.865001
2011-12-31,91,91.849998,91,91.849998,0.009340637363,91.424999,324.360352,332.959412,322.795532,322.90979,0.006378707968,327.877472,01/04/25,01/07/22,04/02/18,06/07/18,0.5764705882,01/05/71,26.549999,28.190001,26.389999,28.110001,0.08281980288,27.29,31.75,31.75,31.059999,31.059999,-0.001607264493,31.4049995
2012-01-07,93.800003,93.800003,92.900002,92.900002,0.01143172589,93.3500025,321.161163,321.409546,306.461761,310.475647,-0.03850655318,313.9356535,06/07/18,07/02/18,01/05/81,01/06/41,-0.04328358209,01/06/05,28.049999,28.25,27.370001,28.25,0.004980398258,27.8100005,31.059999,31.9,31.059999,31.9,0.0270444632,31.4799995
2012-01-14,93.75,95.849998,93.75,95.849998,0.03175453107,94.799999,313.948059,318.42395,288.97052,291.101654,-0.06240100693,303.697235,01/06/41,01/07/19,01/04/64,01/06/49,0.01248049922,01/05/15,28/04/18,29.74,27.969999,29.709999,0.05168138053,28.8549995,31.9,33.25,31.9,32.900002,0.03134802508,32.575
2012-01-21,95.849998,97.5,95.849998,97.5,0.01721441872,96.674999,291.106628,292.42804,280.450928,288.116089,-0.01025609082,286.439484,01/06/49,01/06/55,05/05/18,01/05/29,-0.1848998459,05/08/18,29.549999,29.950001,29/07/18,29.23,-0.01615614326,29.5100005,32.900002,33.900002,32.900002,33.900002,0.03039513493,33.400002
2012-01-28,94.809998,98.150002,94.809998,98.150002,0.006666687179,96.48,287.157318,296.605865,284.847351,296.238251,0.02819058813,290.726608,01/05/29,06/02/18,01/05/26,01/05/96,0.1266540643,01/05/73,28.969999,30/04/18,28.83,30.24,0.03455354088,29.615,33.450001,35.900002,33.360001,35.900002,0.05899704667,34.6300015
2012-02-04,98.75,100.080002,98.75,99.699997,0.0157921036,99.415001,295.58252,305.264557,295.085754,300.997314,0.0160649848,300.1751555,01/05/96,01/05/99,05/03/18,01/05/91,-0.008389261745,01/05/45,30.040001,30.799999,29.969999,30/05/18,0.008597883598,30.384999,35.400002,35.599998,35.060001,35.060001,-0.02339835524,35.3299995
2012-02-11,99.699997,101.150002,98.349998,98.349998,-0.01354061224,99.75,303.277466,304.936676,296.933746,300.366394,-0.002096098439,300.935211,01/05/91,6,01/03/88,01/04/41,-0.2538071066,01/04/94,30.629999,31.549999,29.85,31.25,0.02459016393,30.6999995,35.5,35.549999,34.799999,35.400002,0.009697689398,35.174999
2012-02-18,99.010002,103.849998,99.010002,103.849998,0.0559227261,101.43,299.983887,306.943634,298.23526,302.979401,0.008699398642,302.589447,01/04/41,05/02/18,04/12/18,05/03/18,0.1405895692,01/04/66,31.18,31.68,31,31.48,0.00736,31.34,35.549999,36.599998,35.549999,36.599998,0.03389819018,36.0749985
2012-02-25,102.82,104.300003,102.82,104.300003,0.004333221075,103.5600015,301.335114,310.828369,300.575043,308.617737,0.01860963479,305.701706,05/03/18,05/01/18,01/04/51,04/07/18,-0.06560636183,01/04/05,31.24,32.439999,31/01/18,32.080002,0.01905978399,31.7699995,36.16,36.360001,36.16,36.209999,-0.01065571096,36.2600005
2012-03-03,104.300003,105.089996,102.110001,105,0.00671138044,103.5999985,308.210388,309.233734,295.001312,298.185577,-0.03380285301,302.117523,04/07/18,05/07/18,01/04/51,01/04/86,0.03404255319,01/04/79,32.009998,32.209999,31.49,31.99,-0.002805548454,31.8499995,36.209999,39.240002,34.799999,39.200001,0.08257393213,37.0200005
2012-03-10,105.650002,106.400002,105.25,105.25,0.002380952381,105.825001,298.061401,310.932678,297.693787,310.500488,0.04129948579,304.3132325,01/04/86,01/05/45,01/04/75,01/05/34,0.0987654321,05/01/18,31.969999,32.950001,31.82,32.599998,0.01906839637,32.3850005,38.75,40.400002,38.75,40.400002,0.03061226963,39.575001
2012-03-17,105.25,105.25,105.25,105.25,0,105.25,309.546692,322.303711,308.612762,319.218781,0.0280781942,315.4582365,01/05/34,05/04/18,04/05/18,01/04/69,-0.1217228464,01/04/95,32.540001,32.610001,31.719999,32.009998,-0.01809816062,32.165,39.98,40.200001,39.650002,39.650002,-0.01856435552,39.9250015
2012-03-24,104.730003,105.849998,102.400002,102.400002,-0.0270783658,104.125,320.416016,327.167084,317.703644,318.548157,-0.002100828773,322.435364,01/04/69,01/04/88,04/03/18,01/04/86,0.03624733475,01/04/59,32.189999,32.700001,31.809999,32.259998,0.007810059844,32.255,39.650002,41.299999,39.650002,40.779999,0.02849929238,40.4750005
2012-03-31,102.400002,102.400002,99.75,99.860001,-0.02480469678,101.075001,318.314667,321.88147,312.254089,314.116974,-0.01391055921,317.0677795,01/04/86,05/08/18,01/04/73,01/04/95,0.01851851852,01/04/05,32.220001,32.459999,31.049999,31.52,-0.02293856311,31.754999,41,41,39.549999,39.900002,-0.02157913246,40.2749995
2012-04-07,99.610001,100.699997,97.510002,100.699997,0.008411736347,99.1049995,312.209381,324.459717,309.755341,310.281921,-0.01220899638,317.107529,01/04/95,01/04/98,01/04/62,01/04/94,-0.00202020202,04/08/18,31.219999,31.4,30.23,30.809999,-0.02252541244,30.815,39.900002,39.900002,39.509998,39.509998,-0.009774535851,39.705
2012-04-14,100.699997,104.599998,100.699997,103.949997,0.03227408239,102.6499975,309.487091,309.889465,295.989868,296.104126,-0.04569326809,302.9396665,01/04/94,01/05/48,01/04/86,01/05/35,0.08299595142,01/05/17,30.99,32.889999,30.77,32.419998,0.05225573036,31.8299995,39.509998,40.720001,39.509998,40.470001,0.02429772333,40.1149995
2012-04-21,101.5,106,101.5,106,0.01972104915,103.75,294.534332,307.003235,293.193054,305.502991,0.03174175628,300.0981445,01/05/35,01/05/48,01/04/95,05/11/18,-0.04485981308,01/05/15,32.310001,32.52,31.83,31.98,-0.01357180836,32.175,37.700001,40.459999,37.650002,40.459999,-0.000247146028,39.0550005
2012-04-28,106,106,104.019997,104.019997,-0.01867927358,105.0099985,304.514435,306.049438,296.476715,296.556183,-0.02928550051,301.2630765,05/11/18,01/05/18,01/04/85,05/07/18,-0.00782778865,01/05/15,31.98,32.34,30.92,30.98,-0.03126954346,31.63,40.459999,40.459999,39.849998,39.849998,-0.01507664397,40.1549985
2012-05-05,104.019997,104.019997,100.620003,100.68,-0.03210918185,102.32,295.577545,306.456787,295.577545,300.659485,0.013836508,301.017166,05/07/18,01/05/13,04/08/18,01/04/96,-0.02169625247,01/04/65,30.700001,31.540001,30/01/18,31.16,0.005810200129,30.8200005,39.849998,39.849998,37.040001,37.279999,-0.06449182256,38.4449995
2012-05-12,100.68,100.68,96.150002,96.150002,-0.04499402066,98.415001,298.448883,316.864105,296.422058,298.260101,-0.007980403479,306.6430815,01/04/96,01/05/13,04/09/18,05/12/18,0.03225806452,01/05/15,30.82,31.040001,29.17,29.27,-0.06065468549,30.1050005,36.66,36.66,35.5,35.5,-0.04774675557,36.08
2012-05-19,97.199997,97.199997,96.239998,96.400002,0.00260010395,96.7199975,298.314758,305.855713,292.239258,293.85376,-0.01477348457,299.0474855,05/12/18,01/05/17,05/05/18,01/05/15,0.005859375,05/11/18,29/01/18,29.879999,28.639999,29.059999,-0.007174615647,29.259999,36,36.200001,33.900002,33.900002,-0.0450703662,35.0500015
2012-05-26,99.849998,99.849998,98,98.150002,0.01815352659,98.924999,295.97995,297.629211,282.338654,283.645172,-0.03474036881,289.9839325,01/05/15,01/05/28,05/01/18,01/05/27,0.02330097087,01/05/45,29.379999,29.719999,28.440001,28.450001,-0.02099098489,29/08/18,34.650002,34.75,32.099998,32.25,-0.0486726225,33.424999
2012-06-02,95.25,100.290001,95.139999,98.459999,0.003158400343,97.715,283.267609,292.045532,281.404724,288.349579,0.01658553525,286.725128,01/05/27,01/05/66,01/05/18,01/05/63,0.06831119545,01/05/42,28.620001,29.700001,28.32,29.65,0.04217922523,29.0100005,32.25,34.639999,31.82,33.529999,0.03968989147,33.2299995
2012-06-09,98.459999,100.639999,98.459999,100.639999,0.02214097118,99.549999,290.217407,290.768829,276.461884,280.431061,-0.02746152093,283.6153565,01/05/63,01/06/59,01/05/43,06/05/18,0.1545293073,06/01/18,29.73,30/08/18,28.82,30.02,0.01247892074,29.45,33.529999,33.900002,33.529999,33.900002,0.01103498393,33.7150005
2012-06-16,100.989998,103.760002,100.900002,101.949997,0.01301667342,102.330002,279.492188,290.252197,277.818054,283.893555,0.01234704169,284.0351255,06/05/18,06/08/18,06/03/18,01/06/55,0.007692307692,01/06/15,29.99,31.139999,29.709999,30.700001,0.02265159893,30.424999,33.900002,34.029999,33.900002,34.029999,0.003834719538,33.9650005
2012-06-23,98.650002,105.849998,98.650002,105.849998,0.03825405704,102.25,281.83194,288.190613,276.804657,288.160797,0.01503113376,282.497635,01/06/55,01/06/68,01/06/22,01/06/65,0.01526717557,01/06/45,30.299999,30.690001,29.42,30.59,-0.003583094346,30.0550005,32.700001,32.799999,32.25,32.799999,-0.03614457938,32.5249995
2012-06-30,105.849998,105.849998,103.550003,103.650002,-0.02078409109,104.7000005,289.030151,298.091217,286.387329,291.09671,0.01018845391,292.239273,01/06/65,01/06/77,06/04/18,01/06/65,0,01/06/85,30.620001,30.780001,29.950001,30.190001,-0.01307613599,30.365001,35.990002,35.990002,35.849998,35.849998,0.09298777723,35.92
2012-07-07,103.650002,103.650002,99.800003,101.07,-0.02489148047,101.7250025,290.585022,294.300842,279.228882,286.397247,-0.01614399215,286.764862,01/06/65,07/09/18,01/06/63,01/07/67,0.1533834586,01/07/65,30.120001,30.23,28.540001,29.389999,-0.02649890605,29.3850005,35.200001,35.200001,32.799999,33.049999,-0.07810318427,34
2012-07-14,101.07,107.190002,101.07,105.779999,0.0466013555,104.130001,286.322754,304.489594,282.363495,303.436432,0.05949493292,293.4265445,01/07/67,01/09/49,01/07/32,01/08/52,0.110821382,01/08/05,29.48,31.049999,29.040001,30.120001,0.0248384493,30.045,33.200001,33.200001,33,33,-0.001512829093,33.1000005
